1 Hint: ( net_buffer_length , 1mb , [] )  hint_id : 68 
21 Hint: ( join_buffer_size , 256kb , [] )  hint_id : 47 
21 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
21 Hint: ( tmp_table_size , 48mb , [] )  hint_id : 66 
22 Hint: ( innodb_buffer_pool_size , 6gb , [] )  hint_id : 1 
22 Hint: ( innodb_buffer_pool_size , 5gb , [] )  hint_id : 2 
22 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
22 Hint: ( join_buffer_size , 256kb , [] )  hint_id : 47 
23 Hint: ( innodb_io_capacity , 1000 , ['SSD'] )  hint_id : 17 
24 Hint: ( innodb_io_capacity , 1000 , ['SSD'] )  hint_id : 17 
25 Hint: ( innodb_io_capacity , 1000 , ['SSD'] )  hint_id : 17 
26 Hint: ( innodb_buffer_pool_size , 6gb , [] )  hint_id : 1 
26 Hint: ( innodb_buffer_pool_size , 5gb , [] )  hint_id : 2 
26 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
27 Hint: ( innodb_buffer_pool_size , 6gb , [] )  hint_id : 1 
27 Hint: ( innodb_buffer_pool_size , 5gb , [] )  hint_id : 2 
27 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
28 Hint: ( innodb_buffer_pool_size , 6gb , [] )  hint_id : 1 
28 Hint: ( innodb_buffer_pool_size , 5gb , [] )  hint_id : 2 
28 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
29 Hint: ( innodb_buffer_pool_size , 6gb , [] )  hint_id : 1 
29 Hint: ( innodb_buffer_pool_size , 5gb , [] )  hint_id : 2 
29 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
30 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
30 Hint: ( innodb_log_file_size , 1024mb , [] )  hint_id : 30 
30 Hint: ( innodb_log_file_size , 20gb , [] )  hint_id : 31 
30 Hint: ( innodb_log_file_size , 4gb , ['write heavy'] )  hint_id : 32 
30 Hint: ( innodb_log_file_size , 2gb , [] )  hint_id : 33 
30 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
30 Hint: ( tmp_table_size , 32mb , [] )  hint_id : 65 
30 Hint: ( tmp_table_size , 48mb , [] )  hint_id : 66 
31 Hint: ( innodb_io_capacity , 1000 , ['SSD'] )  hint_id : 17 
31 Hint: ( innodb_log_file_size , 512mb , ['write heavy'] )  hint_id : 24 
31 Hint: ( innodb_log_file_size , 256mb , ['write heavy'] )  hint_id : 25 
31 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
31 Hint: ( innodb_log_file_size , 500mb , [] )  hint_id : 29 
31 Hint: ( innodb_write_io_threads , 8 , ['write heavy'] )  hint_id : 41 
31 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
31 Hint: ( tmp_table_size , 32mb , [] )  hint_id : 65 
31 Hint: ( tmp_table_size , 48mb , [] )  hint_id : 66 
33 Hint: ( innodb_io_capacity , 1000 , ['SSD'] )  hint_id : 17 
34 Hint: ( innodb_write_io_threads , 8 , ['write heavy'] )  hint_id : 41 
34 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
34 Hint: ( tmp_table_size , 32mb , [] )  hint_id : 65 
34 Hint: ( tmp_table_size , 48mb , [] )  hint_id : 66 
35 Hint: ( join_buffer_size , 256kb , [] )  hint_id : 47 
36 Hint: ( innodb_io_capacity , 1000 , ['SSD'] )  hint_id : 17 
37 Hint: ( innodb_buffer_pool_size , 6gb , [] )  hint_id : 1 
37 Hint: ( innodb_buffer_pool_size , 5gb , [] )  hint_id : 2 
37 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
37 Hint: ( join_buffer_size , 256kb , [] )  hint_id : 47 
38 Hint: ( innodb_buffer_pool_size , 6gb , [] )  hint_id : 1 
38 Hint: ( innodb_buffer_pool_size , 5gb , [] )  hint_id : 2 
38 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
39 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
39 Hint: ( innodb_log_file_size , 1024mb , [] )  hint_id : 30 
39 Hint: ( innodb_log_file_size , 20gb , [] )  hint_id : 31 
39 Hint: ( innodb_log_file_size , 4gb , ['write heavy'] )  hint_id : 32 
39 Hint: ( innodb_log_file_size , 2gb , [] )  hint_id : 33 
39 Hint: ( join_buffer_size , 256kb , [] )  hint_id : 47 
39 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
39 Hint: ( tmp_table_size , 32mb , [] )  hint_id : 65 
39 Hint: ( tmp_table_size , 48mb , [] )  hint_id : 66 
40 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
40 Hint: ( innodb_log_file_size , 1024mb , [] )  hint_id : 30 
40 Hint: ( innodb_log_file_size , 20gb , [] )  hint_id : 31 
40 Hint: ( innodb_log_file_size , 4gb , ['write heavy'] )  hint_id : 32 
40 Hint: ( innodb_log_file_size , 2gb , [] )  hint_id : 33 
40 Hint: ( join_buffer_size , 256kb , [] )  hint_id : 47 
40 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
40 Hint: ( tmp_table_size , 32mb , [] )  hint_id : 65 
40 Hint: ( tmp_table_size , 48mb , [] )  hint_id : 66 
41 Hint: ( innodb_log_file_size , 512mb , ['write heavy'] )  hint_id : 24 
41 Hint: ( innodb_log_file_size , 256mb , ['write heavy'] )  hint_id : 25 
41 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
41 Hint: ( innodb_log_file_size , 500mb , [] )  hint_id : 29 
41 Hint: ( join_buffer_size , 256kb , [] )  hint_id : 47 
41 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
41 Hint: ( tmp_table_size , 32mb , [] )  hint_id : 65 
41 Hint: ( tmp_table_size , 48mb , [] )  hint_id : 66 
42 Hint: ( innodb_buffer_pool_size , 6gb , [] )  hint_id : 1 
42 Hint: ( innodb_buffer_pool_size , 5gb , [] )  hint_id : 2 
42 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
43 Hint: ( innodb_log_file_size , 512mb , ['write heavy'] )  hint_id : 24 
43 Hint: ( innodb_log_file_size , 256mb , ['write heavy'] )  hint_id : 25 
43 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
43 Hint: ( innodb_log_file_size , 500mb , [] )  hint_id : 29 
44 Hint: ( innodb_buffer_pool_size , 6gb , [] )  hint_id : 1 
44 Hint: ( innodb_buffer_pool_size , 5gb , [] )  hint_id : 2 
44 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
44 Hint: ( innodb_log_file_size , 512mb , ['write heavy'] )  hint_id : 24 
44 Hint: ( innodb_log_file_size , 256mb , ['write heavy'] )  hint_id : 25 
44 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
44 Hint: ( innodb_log_file_size , 500mb , [] )  hint_id : 29 
44 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
44 Hint: ( tmp_table_size , 32mb , [] )  hint_id : 65 
44 Hint: ( tmp_table_size , 48mb , [] )  hint_id : 66 
45 Hint: ( innodb_io_capacity , 1000 , ['SSD'] )  hint_id : 17 
45 Hint: ( innodb_log_file_size , 512mb , ['write heavy'] )  hint_id : 24 
45 Hint: ( innodb_log_file_size , 256mb , ['write heavy'] )  hint_id : 25 
45 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
45 Hint: ( innodb_log_file_size , 500mb , [] )  hint_id : 29 
45 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
45 Hint: ( tmp_table_size , 32mb , [] )  hint_id : 65 
45 Hint: ( tmp_table_size , 48mb , [] )  hint_id : 66 
46 Hint: ( innodb_io_capacity , 1000 , ['SSD'] )  hint_id : 17 
46 Hint: ( innodb_log_file_size , 512mb , ['write heavy'] )  hint_id : 24 
46 Hint: ( innodb_log_file_size , 256mb , ['write heavy'] )  hint_id : 25 
46 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
46 Hint: ( innodb_log_file_size , 500mb , [] )  hint_id : 29 
47 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
47 Hint: ( tmp_table_size , 32mb , [] )  hint_id : 65 
47 Hint: ( tmp_table_size , 48mb , [] )  hint_id : 66 
48 Hint: ( innodb_log_buffer_size , increase , ['large queries'] )  hint_id : 22 
49 Hint: ( innodb_log_file_size , 512mb , ['write heavy'] )  hint_id : 24 
49 Hint: ( innodb_log_file_size , 256mb , ['write heavy'] )  hint_id : 25 
49 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
49 Hint: ( innodb_log_file_size , 500mb , [] )  hint_id : 29 
49 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
49 Hint: ( tmp_table_size , 32mb , [] )  hint_id : 65 
49 Hint: ( tmp_table_size , 48mb , [] )  hint_id : 66 
50 Hint: ( innodb_log_file_size , 512mb , ['write heavy'] )  hint_id : 24 
50 Hint: ( innodb_log_file_size , 256mb , ['write heavy'] )  hint_id : 25 
50 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
50 Hint: ( innodb_log_file_size , 500mb , [] )  hint_id : 29 
50 Hint: ( join_buffer_size , 256kb , [] )  hint_id : 47 
51 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
51 Hint: ( tmp_table_size , 32mb , [] )  hint_id : 65 
51 Hint: ( tmp_table_size , 48mb , [] )  hint_id : 66 
52 Hint: ( innodb_log_buffer_size , increase , ['large queries'] )  hint_id : 22 
52 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
52 Hint: ( innodb_log_file_size , 1024mb , [] )  hint_id : 30 
52 Hint: ( innodb_log_file_size , 20gb , [] )  hint_id : 31 
52 Hint: ( innodb_log_file_size , 4gb , ['write heavy'] )  hint_id : 32 
52 Hint: ( innodb_log_file_size , 2gb , [] )  hint_id : 33 
52 Hint: ( join_buffer_size , 256kb , [] )  hint_id : 47 
52 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
52 Hint: ( tmp_table_size , 32mb , [] )  hint_id : 65 
52 Hint: ( tmp_table_size , 48mb , [] )  hint_id : 66 
53 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
53 Hint: ( innodb_log_file_size , 1024mb , [] )  hint_id : 30 
53 Hint: ( innodb_log_file_size , 20gb , [] )  hint_id : 31 
53 Hint: ( innodb_log_file_size , 4gb , ['write heavy'] )  hint_id : 32 
53 Hint: ( innodb_log_file_size , 2gb , [] )  hint_id : 33 
54 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
54 Hint: ( innodb_log_file_size , 1024mb , [] )  hint_id : 30 
54 Hint: ( innodb_log_file_size , 20gb , [] )  hint_id : 31 
54 Hint: ( innodb_log_file_size , 4gb , ['write heavy'] )  hint_id : 32 
54 Hint: ( innodb_log_file_size , 2gb , [] )  hint_id : 33 
55 Hint: ( innodb_io_capacity , 1000 , ['SSD'] )  hint_id : 17 
55 Hint: ( innodb_log_file_size , 512mb , ['write heavy'] )  hint_id : 24 
55 Hint: ( innodb_log_file_size , 256mb , ['write heavy'] )  hint_id : 25 
55 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
55 Hint: ( innodb_log_file_size , 500mb , [] )  hint_id : 29 
55 Hint: ( join_buffer_size , 256kb , [] )  hint_id : 47 
56 Hint: ( innodb_log_file_size , 512mb , ['write heavy'] )  hint_id : 24 
56 Hint: ( innodb_log_file_size , 256mb , ['write heavy'] )  hint_id : 25 
56 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
56 Hint: ( innodb_log_file_size , 500mb , [] )  hint_id : 29 
56 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
56 Hint: ( tmp_table_size , 32mb , [] )  hint_id : 65 
56 Hint: ( tmp_table_size , 48mb , [] )  hint_id : 66 
57 Hint: ( innodb_buffer_pool_size , 6gb , [] )  hint_id : 1 
57 Hint: ( innodb_buffer_pool_size , 5gb , [] )  hint_id : 2 
57 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
57 Hint: ( innodb_log_file_size , 512mb , ['write heavy'] )  hint_id : 24 
57 Hint: ( innodb_log_file_size , 256mb , ['write heavy'] )  hint_id : 25 
57 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
57 Hint: ( innodb_log_file_size , 500mb , [] )  hint_id : 29 
58 Hint: ( innodb_buffer_pool_size , 6gb , [] )  hint_id : 1 
58 Hint: ( innodb_buffer_pool_size , 5gb , [] )  hint_id : 2 
58 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
58 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
58 Hint: ( tmp_table_size , 32mb , [] )  hint_id : 65 
58 Hint: ( tmp_table_size , 48mb , [] )  hint_id : 66 
59 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
59 Hint: ( innodb_log_file_size , 1024mb , [] )  hint_id : 30 
59 Hint: ( innodb_log_file_size , 20gb , [] )  hint_id : 31 
59 Hint: ( innodb_log_file_size , 4gb , ['write heavy'] )  hint_id : 32 
59 Hint: ( innodb_log_file_size , 2gb , [] )  hint_id : 33 
60 Hint: ( innodb_io_capacity , 1000 , ['SSD'] )  hint_id : 17 
60 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
60 Hint: ( innodb_log_file_size , 1024mb , [] )  hint_id : 30 
60 Hint: ( innodb_log_file_size , 20gb , [] )  hint_id : 31 
60 Hint: ( innodb_log_file_size , 4gb , ['write heavy'] )  hint_id : 32 
60 Hint: ( innodb_log_file_size , 2gb , [] )  hint_id : 33 
61 Hint: ( innodb_io_capacity , 1000 , ['SSD'] )  hint_id : 17 
61 Hint: ( innodb_log_file_size , 512mb , ['write heavy'] )  hint_id : 24 
61 Hint: ( innodb_log_file_size , 256mb , ['write heavy'] )  hint_id : 25 
61 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
61 Hint: ( innodb_log_file_size , 500mb , [] )  hint_id : 29 
62 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
62 Hint: ( innodb_log_file_size , 1024mb , [] )  hint_id : 30 
62 Hint: ( innodb_log_file_size , 20gb , [] )  hint_id : 31 
62 Hint: ( innodb_log_file_size , 4gb , ['write heavy'] )  hint_id : 32 
62 Hint: ( innodb_log_file_size , 2gb , [] )  hint_id : 33 
62 Hint: ( join_buffer_size , 256kb , [] )  hint_id : 47 
62 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
62 Hint: ( tmp_table_size , 32mb , [] )  hint_id : 65 
62 Hint: ( tmp_table_size , 48mb , [] )  hint_id : 66 
63 Hint: ( innodb_buffer_pool_size , 6gb , [] )  hint_id : 1 
63 Hint: ( innodb_buffer_pool_size , 5gb , [] )  hint_id : 2 
63 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
63 Hint: ( innodb_io_capacity , 1000 , ['SSD'] )  hint_id : 17 
63 Hint: ( innodb_log_file_size , 512mb , ['write heavy'] )  hint_id : 24 
63 Hint: ( innodb_log_file_size , 256mb , ['write heavy'] )  hint_id : 25 
63 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
63 Hint: ( innodb_log_file_size , 500mb , [] )  hint_id : 29 
63 Hint: ( join_buffer_size , 256kb , [] )  hint_id : 47 
65 Hint: ( innodb_buffer_pool_size , 6gb , [] )  hint_id : 1 
65 Hint: ( innodb_buffer_pool_size , 5gb , [] )  hint_id : 2 
65 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
65 Hint: ( innodb_log_file_size , 512mb , ['write heavy'] )  hint_id : 24 
65 Hint: ( innodb_log_file_size , 256mb , ['write heavy'] )  hint_id : 25 
65 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
65 Hint: ( innodb_log_file_size , 500mb , [] )  hint_id : 29 
66 Hint: ( innodb_buffer_pool_size , 6gb , [] )  hint_id : 1 
66 Hint: ( innodb_buffer_pool_size , 5gb , [] )  hint_id : 2 
66 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
66 Hint: ( innodb_io_capacity , 1000 , ['SSD'] )  hint_id : 17 
66 Hint: ( join_buffer_size , 256kb , [] )  hint_id : 47 
67 Hint: ( innodb_buffer_pool_size , 6gb , [] )  hint_id : 1 
67 Hint: ( innodb_buffer_pool_size , 5gb , [] )  hint_id : 2 
67 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
67 Hint: ( innodb_io_capacity , 1000 , ['SSD'] )  hint_id : 17 
67 Hint: ( innodb_log_file_size , 512mb , ['write heavy'] )  hint_id : 24 
67 Hint: ( innodb_log_file_size , 256mb , ['write heavy'] )  hint_id : 25 
67 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
67 Hint: ( innodb_log_file_size , 500mb , [] )  hint_id : 29 
67 Hint: ( join_buffer_size , 256kb , [] )  hint_id : 47 
68 Hint: ( innodb_buffer_pool_size , 6gb , [] )  hint_id : 1 
68 Hint: ( innodb_buffer_pool_size , 5gb , [] )  hint_id : 2 
68 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
68 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
68 Hint: ( tmp_table_size , 32mb , [] )  hint_id : 65 
68 Hint: ( tmp_table_size , 48mb , [] )  hint_id : 66 
69 Hint: ( innodb_buffer_pool_size , 6gb , [] )  hint_id : 1 
69 Hint: ( innodb_buffer_pool_size , 5gb , [] )  hint_id : 2 
69 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
69 Hint: ( innodb_log_file_size , 512mb , ['write heavy'] )  hint_id : 24 
69 Hint: ( innodb_log_file_size , 256mb , ['write heavy'] )  hint_id : 25 
69 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
69 Hint: ( innodb_log_file_size , 500mb , [] )  hint_id : 29 
69 Hint: ( join_buffer_size , 256kb , [] )  hint_id : 47 
70 Hint: ( innodb_log_file_size , 512mb , ['write heavy'] )  hint_id : 24 
70 Hint: ( innodb_log_file_size , 256mb , ['write heavy'] )  hint_id : 25 
70 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
70 Hint: ( innodb_log_file_size , 500mb , [] )  hint_id : 29 
70 Hint: ( join_buffer_size , 256kb , [] )  hint_id : 47 
71 Hint: ( innodb_buffer_pool_size , 6gb , [] )  hint_id : 1 
71 Hint: ( innodb_buffer_pool_size , 5gb , [] )  hint_id : 2 
71 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
71 Hint: ( innodb_log_file_size , 512mb , ['write heavy'] )  hint_id : 24 
71 Hint: ( innodb_log_file_size , 256mb , ['write heavy'] )  hint_id : 25 
71 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
71 Hint: ( innodb_log_file_size , 500mb , [] )  hint_id : 29 
71 Hint: ( join_buffer_size , 256kb , [] )  hint_id : 47 
71 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
71 Hint: ( tmp_table_size , 32mb , [] )  hint_id : 65 
71 Hint: ( tmp_table_size , 48mb , [] )  hint_id : 66 
72 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
72 Hint: ( innodb_log_file_size , 1024mb , [] )  hint_id : 30 
72 Hint: ( innodb_log_file_size , 20gb , [] )  hint_id : 31 
72 Hint: ( innodb_log_file_size , 4gb , ['write heavy'] )  hint_id : 32 
72 Hint: ( innodb_log_file_size , 2gb , [] )  hint_id : 33 
73 Hint: ( innodb_log_file_size , 512mb , ['write heavy'] )  hint_id : 24 
73 Hint: ( innodb_log_file_size , 256mb , ['write heavy'] )  hint_id : 25 
73 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
73 Hint: ( innodb_log_file_size , 500mb , [] )  hint_id : 29 
73 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
73 Hint: ( tmp_table_size , 32mb , [] )  hint_id : 65 
73 Hint: ( tmp_table_size , 48mb , [] )  hint_id : 66 
74 Hint: ( innodb_log_file_size , 512mb , ['write heavy'] )  hint_id : 24 
74 Hint: ( innodb_log_file_size , 256mb , ['write heavy'] )  hint_id : 25 
74 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
74 Hint: ( innodb_log_file_size , 500mb , [] )  hint_id : 29 
74 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
74 Hint: ( tmp_table_size , 32mb , [] )  hint_id : 65 
74 Hint: ( tmp_table_size , 48mb , [] )  hint_id : 66 
75 Hint: ( innodb_io_capacity , 1000 , ['SSD'] )  hint_id : 17 
75 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
75 Hint: ( innodb_log_file_size , 1024mb , [] )  hint_id : 30 
75 Hint: ( innodb_log_file_size , 20gb , [] )  hint_id : 31 
75 Hint: ( innodb_log_file_size , 4gb , ['write heavy'] )  hint_id : 32 
75 Hint: ( innodb_log_file_size , 2gb , [] )  hint_id : 33 
76 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
76 Hint: ( innodb_log_file_size , 1024mb , [] )  hint_id : 30 
76 Hint: ( innodb_log_file_size , 20gb , [] )  hint_id : 31 
76 Hint: ( innodb_log_file_size , 4gb , ['write heavy'] )  hint_id : 32 
76 Hint: ( innodb_log_file_size , 2gb , [] )  hint_id : 33 
76 Hint: ( join_buffer_size , 256kb , [] )  hint_id : 47 
77 Hint: ( innodb_log_file_size , 512mb , ['write heavy'] )  hint_id : 24 
77 Hint: ( innodb_log_file_size , 256mb , ['write heavy'] )  hint_id : 25 
77 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
77 Hint: ( innodb_log_file_size , 500mb , [] )  hint_id : 29 
77 Hint: ( join_buffer_size , 256kb , [] )  hint_id : 47 
77 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
77 Hint: ( tmp_table_size , 32mb , [] )  hint_id : 65 
77 Hint: ( tmp_table_size , 48mb , [] )  hint_id : 66 
78 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
78 Hint: ( innodb_log_file_size , 1024mb , [] )  hint_id : 30 
78 Hint: ( innodb_log_file_size , 20gb , [] )  hint_id : 31 
78 Hint: ( innodb_log_file_size , 4gb , ['write heavy'] )  hint_id : 32 
78 Hint: ( innodb_log_file_size , 2gb , [] )  hint_id : 33 
79 Hint: ( innodb_buffer_pool_size , 6gb , [] )  hint_id : 1 
79 Hint: ( innodb_buffer_pool_size , 5gb , [] )  hint_id : 2 
79 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
79 Hint: ( innodb_log_file_size , 512mb , ['write heavy'] )  hint_id : 24 
79 Hint: ( innodb_log_file_size , 256mb , ['write heavy'] )  hint_id : 25 
79 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
79 Hint: ( innodb_log_file_size , 500mb , [] )  hint_id : 29 
79 Hint: ( join_buffer_size , 256kb , [] )  hint_id : 47 
80 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
80 Hint: ( innodb_log_file_size , 1024mb , [] )  hint_id : 30 
80 Hint: ( innodb_log_file_size , 20gb , [] )  hint_id : 31 
80 Hint: ( innodb_log_file_size , 4gb , ['write heavy'] )  hint_id : 32 
80 Hint: ( innodb_log_file_size , 2gb , [] )  hint_id : 33 
81 Hint: ( innodb_log_file_size , 512mb , ['write heavy'] )  hint_id : 24 
81 Hint: ( innodb_log_file_size , 256mb , ['write heavy'] )  hint_id : 25 
81 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
81 Hint: ( innodb_log_file_size , 500mb , [] )  hint_id : 29 
82 Hint: ( innodb_io_capacity , 1000 , ['SSD'] )  hint_id : 17 
